"","Datum","Warengruppe","Umsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","Wetter","Feiertag_Ja","Wochentag","Tag","T_Abweichung"
"56",2013-08-25,1,83.0226725739551,0,0,21.3875,16,5,"Nein",0,1,"Sonntag",237,0.795161290322579
"57",2013-08-26,1,165.829031676714,0,0,20.125,15,5,"Nein",0,1,"Montag",238,-0.467338709677421
"58",2013-08-27,1,118.473650434102,0,1,21.0875,12,-1,"Nein",1,1,"Dienstag",239,0.495161290322578
"59",2013-08-28,1,108.876991442649,0,0,21.3,7,-1,"Nein",1,1,"Mittwoch",240,0.70766129032258
"60",2013-08-29,1,178.178023803315,0,3,20.2125,11,-1,"Nein",1,1,"Donnerstag",241,-0.379838709677422
"61",2013-08-30,1,133.150828452892,0,6,19.7875,8,5,"Nein",0,1,"Freitag",242,-0.804838709677419
"62",2013-08-31,1,130.821314898435,0,5,18.35,16,21,"Nein",0,1,"Samstag",243,-2.24233870967742
"63",2013-09-01,1,95.9704314892471,0,7,15.8625,16,61,"Nein",0,1,"Sonntag",244,-0.00666666666666593
"64",2013-09-02,1,138.408723210465,0,7,16.575,17,63,"Nein",0,1,"Montag",245,0.705833333333333
"65",2013-09-03,1,138.825618927843,0,7,18.225,11,21,"Nein",0,1,"Dienstag",246,2.35583333333333
"66",2013-09-04,1,100.221969526295,0,7,18.125,5,-1,"Nein",1,1,"Mittwoch",247,2.25583333333333
"67",2013-09-05,1,173.658100347255,0,0,21.7,8,-1,"Nein",1,1,"Donnerstag",248,5.83083333333333
"68",2013-09-06,1,171.415179710314,0,0,24.7,9,-1,"Nein",1,1,"Freitag",249,8.83083333333333
"69",2013-09-07,1,186.034060963767,0,6,22.7625,7,-1,"Nein",1,1,"Samstag",250,6.89333333333333
"70",2013-09-08,1,88.8925958109828,0,7,20.1625,8,61,"Nein",0,1,"Sonntag",251,4.29333333333333
"71",2013-09-09,1,169.359968504942,0,8,11.575,11,63,"Nein",0,1,"Montag",252,-4.29416666666667
"72",2013-09-10,1,89.6944536084346,0,6,13.5875,11,65,"Nein",0,1,"Dienstag",253,-2.28166666666667
"73",2013-09-11,1,103.363686559795,0,6,13.9,8,61,"Nein",0,1,"Mittwoch",254,-1.96916666666667
"74",2013-09-12,1,106.474399987548,0,6,16.1125,6,61,"Nein",0,1,"Donnerstag",255,0.243333333333334
"75",2013-09-13,1,122.564626199915,0,6,17.4375,5,21,"Nein",0,1,"Freitag",256,1.56833333333333
"76",2013-09-14,1,174.938807466572,0,5,17.625,10,63,"Nein",0,1,"Samstag",257,1.75583333333333
"77",2013-09-15,1,55.1960062296304,0,7,14.8625,10,21,"Nein",0,1,"Sonntag",258,-1.00666666666667
"78",2013-09-16,1,146.760234890658,0,3,13.1375,13,21,"Nein",0,1,"Montag",259,-2.73166666666667
"79",2013-09-17,1,136.118044538363,0,5,13.1375,10,63,"Nein",0,1,"Dienstag",260,-2.73166666666667
"80",2013-09-18,1,152.255085210606,0,4,13.05,9,-1,"Nein",1,1,"Mittwoch",261,-2.81916666666667
"81",2013-09-19,1,148.674992078993,0,5,14.8375,11,63,"Nein",0,1,"Donnerstag",262,-1.03166666666667
"82",2013-09-20,1,110.159250328825,0,7,13.525,6,-1,"Nein",1,1,"Freitag",263,-2.34416666666667
"83",2013-09-21,1,178.263887943827,0,7,15.35,9,-1,"Nein",1,1,"Samstag",264,-0.519166666666667
"84",2013-09-22,1,86.6668973821597,0,6,17.1375,14,21,"Nein",0,1,"Sonntag",265,1.26833333333333
"85",2013-09-23,1,111.128410563554,0,7,17.3125,14,21,"Nein",0,1,"Montag",266,1.44333333333333
"86",2013-09-24,1,139.64144576808,0,8,15.7375,10,-1,"Nein",1,1,"Dienstag",267,-0.131666666666666
"87",2013-09-25,1,117.94119333604,0,6,13.5375,7,61,"Nein",0,1,"Mittwoch",268,-2.33166666666667
"88",2013-09-26,1,203.314345156607,0,1,12.9875,12,-1,"Nein",1,1,"Donnerstag",269,-2.88166666666667
"89",2013-09-27,1,135.507291692088,0,5,13.0125,8,21,"Nein",0,1,"Freitag",270,-2.85666666666667
"90",2013-09-28,1,134.613756840197,0,0,13.1,8,-1,"Nein",1,1,"Samstag",271,-2.76916666666667
"91",2013-09-29,1,68.6316896995448,0,3,14.175,12,-1,"Nein",1,1,"Sonntag",272,-1.69416666666667
"92",2013-09-30,1,156.502435955326,0,1,12.825,14,-1,"Nein",1,1,"Montag",273,-3.04416666666667
"93",2013-10-01,1,123.397540137977,0,0,12.9125,13,5,"Nein",0,1,"Dienstag",274,-0.237500000000001
"94",2013-10-02,1,196.720969158391,0,1,12.7,10,-1,"Nein",1,1,"Mittwoch",275,-0.450000000000001
"95",2013-10-03,1,75.2337302417469,0,0,11.7625,12,5,"Tag der deutschen Einheit",0,0,"Donnerstag",276,-1.3875
"96",2013-10-04,1,156.066122625816,0,5,11.2,8,63,"Nein",0,1,"Freitag",277,-1.95
"97",2013-10-05,1,152.280762053885,0,7,15.575,8,20,"Nein",0,1,"Samstag",278,2.425
"98",2013-10-06,1,92.4805772695364,0,7,15.25,6,-1,"Nein",1,1,"Sonntag",279,2.1
"99",2013-10-07,1,124.841544023845,0,1,16.275,7,-1,"Nein",1,1,"Montag",280,3.125
"100",2013-10-08,1,96.867100978839,0,6,15.1125,8,61,"Nein",0,1,"Dienstag",281,1.9625
"101",2013-10-09,1,149.761758936995,0,7,14.3125,10,21,"Nein",0,1,"Mittwoch",282,1.1625
"102",2013-10-10,1,119.300284972145,0,5,10.975,6,-1,"Nein",1,1,"Donnerstag",283,-2.175
"103",2013-10-11,1,123.2348187168,0,7,13.8625,20,10,"Nein",0,1,"Freitag",284,0.7125
"104",2013-10-12,1,140.262421715801,0,8,13.025,21,63,"Nein",0,1,"Samstag",285,-0.125
"105",2013-10-13,1,42.9967926268111,0,5,10.8625,5,-1,"Nein",1,1,"Sonntag",286,-2.2875
"106",2013-10-14,1,109.863744271226,0,2,12.525,6,-1,"Nein",1,1,"Montag",287,-0.625
"107",2013-10-15,1,130.431802598324,0,7,10.6625,4,63,"Nein",0,1,"Dienstag",288,-2.4875
"108",2013-10-16,1,146.070583461057,0,8,12.275,7,-1,"Nein",1,1,"Mittwoch",289,-0.875
"109",2013-10-17,1,89.9411837855476,0,7,12,15,65,"Nein",0,1,"Donnerstag",290,-1.15
"110",2013-10-18,1,111.233698203856,0,1,9.075,9,-1,"Nein",1,1,"Freitag",291,-4.075
"111",2013-10-19,1,121.590860465012,0,7,9.45,9,-1,"Nein",1,1,"Samstag",292,-3.7
"112",2013-10-20,1,70.1419855298474,0,7,15.1875,8,21,"Nein",0,1,"Sonntag",293,2.0375
"113",2013-10-21,1,122.987868193302,0,7,14.2625,8,61,"Nein",0,1,"Montag",294,1.1125
"114",2013-10-22,1,111.927088663048,0,2,17.6375,7,-1,"Nein",1,1,"Dienstag",295,4.4875
"115",2013-10-23,1,125.816016210178,0,6,17.675,9,-1,"Nein",1,1,"Mittwoch",296,4.525
"116",2013-10-24,1,123.163406361057,0,5,12.6875,12,61,"Nein",0,1,"Donnerstag",297,-0.4625
"117",2013-10-25,1,113.661858634409,0,7,11.8875,7,61,"Nein",0,1,"Freitag",298,-1.2625
"118",2013-10-26,1,161.678805315967,0,5,16.775,10,21,"Nein",0,1,"Samstag",299,3.625
"119",2013-10-27,1,102.355195816072,0,6,14.9875,16,65,"Nein",0,1,"Sonntag",300,1.8375
"120",2013-10-28,1,129.482192717092,0,7,14.3625,29,63,"Nein",0,1,"Montag",301,1.2125
"121",2013-10-29,1,112.285893935052,0,7,10.775,17,63,"Nein",0,1,"Dienstag",302,-2.375
"122",2013-10-30,1,121.506077008915,0,6,10.4375,10,61,"Nein",0,1,"Mittwoch",303,-2.7125
"123",2013-10-31,1,133.723541287582,0,5,11.1625,13,21,"Nein",0,1,"Donnerstag",304,-1.9875
"124",2013-11-01,1,100.182160485504,0,8,10.625,9,63,"Nein",0,1,"Freitag",305,3.65291666666667
"125",2013-11-02,1,149.172348030766,0,8,8.8875,3,63,"Nein",0,1,"Samstag",306,1.91541666666667
"126",2013-11-03,1,97.4532740046654,0,6,10.7,15,21,"Nein",0,1,"Sonntag",307,3.72791666666667
"127",2013-11-04,1,137.864260444157,0,7,6.8375,7,63,"Nein",0,1,"Montag",308,-0.134583333333333
"128",2013-11-05,1,103.700267261952,0,4,8.9,12,61,"Nein",0,1,"Dienstag",309,1.92791666666667
"129",2013-11-06,1,109.097001107423,0,4,8.1375,12,63,"Nein",0,1,"Mittwoch",310,1.16541666666667
"130",2013-11-07,1,118.470603286455,0,6,9.5,10,61,"Nein",0,1,"Donnerstag",311,2.52791666666667
"131",2013-11-08,1,132.796244239256,0,3,9.325,9,-1,"Nein",1,1,"Freitag",312,2.35291666666667
"132",2013-11-09,1,99.9317959514759,0,5,7.7,16,63,"Nein",0,1,"Samstag",313,0.727916666666667
"133",2013-11-10,1,108.561660295105,0,2,6.9875,12,63,"Nein",0,1,"Sonntag",314,0.0154166666666669
"134",2013-11-11,1,124.580485617569,0,2,8.3125,5,-1,"Nein",1,1,"Montag",315,1.34041666666667
"135",2013-11-12,1,111.970870543294,0,7,5.9375,9,61,"Nein",0,1,"Dienstag",316,-1.03458333333333
"136",2013-11-13,1,78.0382483442215,0,1,8.8,12,0,"Nein",0,1,"Mittwoch",317,1.82791666666667
"137",2013-11-14,1,121.180219705286,0,5,6.9375,9,21,"Nein",0,1,"Donnerstag",318,-0.034583333333333
"138",2013-11-15,1,122.76929773359,0,7,6.45,6,21,"Nein",0,1,"Freitag",319,-0.522083333333333
"139",2013-11-16,1,126.793397398979,0,8,8.875,12,-1,"Nein",1,1,"Samstag",320,1.90291666666667
"140",2013-11-17,1,74.3945185864517,0,2,8.8875,8,0,"Nein",0,1,"Sonntag",321,1.91541666666667
"141",2013-11-18,1,129.109032642028,0,7,6.65,5,63,"Nein",0,1,"Montag",322,-0.322083333333333
"142",2013-11-19,1,106.906118646237,0,8,5.8375,8,61,"Nein",0,1,"Dienstag",323,-1.13458333333333
"143",2013-11-20,1,124.324612351715,0,6,3.85,6,-1,"Nein",1,1,"Mittwoch",324,-3.12208333333333
"144",2013-11-21,1,144.359927455555,0,2,3.275,8,10,"Nein",0,1,"Donnerstag",325,-3.69708333333333
"145",2013-11-22,1,107.962731413831,0,7,5.375,10,21,"Nein",0,1,"Freitag",326,-1.59708333333333
"146",2013-11-23,1,96.5196766761341,0,3,4.9125,6,-1,"Nein",1,1,"Samstag",327,-2.05958333333333
"147",2013-11-24,1,76.4120061231823,0,0,4.6,16,-1,"Nein",1,1,"Sonntag",328,-2.37208333333333
"148",2013-11-25,1,129.81992805086,0,0,3.7,10,-1,"Nein",1,1,"Montag",329,-3.27208333333333
"149",2013-11-26,1,123.431703158233,0,2,2.3125,6,-1,"Nein",1,1,"Dienstag",330,-4.65958333333333
"150",2013-11-27,1,93.5321454303922,0,8,7.3125,12,61,"Nein",0,1,"Mittwoch",331,0.340416666666667
"151",2013-11-28,1,128.842426194061,0,2,8.025,18,-1,"Nein",1,1,"Donnerstag",332,1.05291666666667
"152",2013-11-29,1,104.966463375073,0,8,5.9875,11,63,"Nein",0,1,"Freitag",333,-0.984583333333333
"153",2013-11-30,1,104.09003869481,0,7,5.525,10,20,"Nein",0,1,"Samstag",334,-1.44708333333333
"154",2013-12-01,1,68.0762231823542,0,5,8.6625,20,61,"Nein",0,1,"Sonntag",335,3.015625
"155",2013-12-02,1,113.931498716313,0,0,3.0625,4,10,"Nein",0,1,"Montag",336,-2.584375
"156",2013-12-03,1,94.7658652080226,0,8,1.7125,6,28,"Nein",0,1,"Dienstag",337,-3.934375
"157",2013-12-04,1,128.922855106228,0,7,5.85,11,63,"Nein",0,1,"Mittwoch",338,0.203125
"158",2013-12-05,1,120.974699669869,0,7,4.4625,24,63,"Nein",0,1,"Donnerstag",339,-1.184375
"159",2013-12-06,1,112.015650593347,0,6,1.7875,25,73,"Nein",0,1,"Freitag",340,-3.859375
"160",2013-12-07,1,121.408564819885,0,5,1,11,22,"Nein",0,1,"Samstag",341,-4.646875
"161",2013-12-08,1,36.2650169585334,0,8,6.975,16,63,"Nein",0,1,"Sonntag",342,1.328125
"162",2013-12-09,1,134.680550018524,0,7,9.2375,10,45,"Nein",0,1,"Montag",343,3.590625
"163",2013-12-10,1,104.352034970751,0,7,7.1875,8,61,"Nein",0,1,"Dienstag",344,1.540625
"164",2013-12-11,1,85.9079819233536,0,7,5.025,9,10,"Nein",0,1,"Mittwoch",345,-0.621874999999999
"165",2013-12-12,1,88.2075449690532,0,8,2.525,8,28,"Nein",0,1,"Donnerstag",346,-3.121875
"166",2013-12-13,1,85.5324935340658,0,7,3.5375,6,61,"Nein",0,1,"Freitag",347,-2.109375
"167",2013-12-14,1,120.787742012371,0,7,3.0125,7,61,"Nein",0,1,"Samstag",348,-2.634375
"168",2013-12-15,1,71.5352172710921,0,8,7.925,12,61,"Nein",0,1,"Sonntag",349,2.278125
"169",2013-12-16,1,120.791211521354,0,8,8.775,12,-1,"Nein",1,1,"Montag",350,3.128125
"170",2013-12-17,1,74.6283250889016,0,8,4.95,8,61,"Nein",0,1,"Dienstag",351,-0.696874999999999
"171",2013-12-18,1,86.4115250991858,0,7,6.85,8,10,"Nein",0,1,"Mittwoch",352,1.203125
"172",2013-12-19,1,101.589644453608,0,7,7.4,10,63,"Nein",0,1,"Donnerstag",353,1.753125
"173",2013-12-20,1,114.601001275823,0,7,5.2875,10,61,"Nein",0,1,"Freitag",354,-0.359375
"174",2013-12-21,1,124.541759682586,0,8,6.5625,13,63,"Nein",0,1,"Samstag",355,0.915625
"175",2013-12-22,1,41.7300439888931,0,7,8.1375,12,61,"Nein",0,1,"Sonntag",356,2.490625
"176",2013-12-23,1,183.608991270752,0,3,5.4875,10,-1,"Nein",1,1,"Montag",357,-0.159375
"177",2013-12-24,1,220.330670230618,0,7,11.4375,18,61,"Heiliger  Abend",0,0,"Dienstag",358,5.790625
"178",2013-12-27,1,152.367434643543,0,7,5.7625,15,63,"Nein",0,1,"Freitag",361,0.115625000000001
"179",2013-12-29,1,131.267289010755,0,7,5.7125,9,63,"Nein",0,1,"Sonntag",363,0.0656250000000007
"180",2013-12-30,1,126.58984459848,0,4,4.75,11,10,"Nein",0,1,"Montag",364,-0.896875
"181",2013-12-31,1,211.390838466052,0,4,5.0375,7,-1,"Silvester",1,0,"Dienstag",365,-0.609375
"182",2014-01-02,1,153.166492227541,0,7,6.25,9,63,"Nein",0,1,"Donnerstag",2,3.9382143
"183",2014-01-03,1,109.484763536521,0,7,6.8375,10,63,"Nein",0,1,"Freitag",3,4.5257143
"184",2014-01-04,1,116.250540066432,0,5,6.9375,11,-1,"Nein",1,1,"Samstag",4,4.6257143
"185",2014-01-05,1,67.7899909491401,0,7,6.1875,11,63,"Nein",0,1,"Sonntag",5,3.8757143
"186",2014-01-06,1,146.911067784297,0,7,7.9125,11,65,"Nein",0,1,"Montag",6,5.6007143
"187",2014-01-07,1,147.5457609484,0,7,10.4375,13,-1,"Nein",1,1,"Dienstag",7,8.1257143
"188",2014-01-08,1,99.9068767897401,0,7,8.6375,15,63,"Nein",0,1,"Mittwoch",8,6.3257143
"189",2014-01-09,1,113.541525918277,0,7,9.6125,16,61,"Nein",0,1,"Donnerstag",9,7.3007143
"190",2014-01-10,1,119.05554059635,0,7,6.6375,17,61,"Nein",0,1,"Freitag",10,4.3257143
"191",2014-01-11,1,127.95986526115,0,7,5.5875,18,63,"Nein",0,1,"Samstag",11,3.2757143
"192",2014-01-12,1,83.4017498521773,0,2,5.525,16,21,"Nein",0,1,"Sonntag",12,3.2132143
"193",2014-01-13,1,103.994034974792,0,8,3.1375,10,69,"Nein",0,1,"Montag",13,0.8257143
"194",2014-01-14,1,166.347532764571,0,6,4.225,6,28,"Nein",0,1,"Dienstag",14,1.9132143
"195",2014-01-15,1,139.042567223334,0,7,3.228571,7,28,"Nein",0,1,"Mittwoch",15,0.9167853
"196",2014-01-16,1,117.779119691395,0,8,2.7375,9,63,"Nein",0,1,"Donnerstag",16,0.4257143
"197",2014-01-17,1,94.7938386484339,0,7,6.7375,4,61,"Nein",0,1,"Freitag",17,4.4257143
"198",2014-01-18,1,102.633649837911,0,7,5.8875,8,61,"Nein",0,1,"Samstag",18,3.5757143
"199",2014-01-19,1,53.0014671833047,0,7,2.8625,19,10,"Nein",0,1,"Sonntag",19,0.5507143
"200",2014-01-20,1,99.6819363621683,0,8,0.3875,13,61,"Nein",0,1,"Montag",20,-1.9242857
"201",2014-01-21,1,116.784600007305,0,7,-0.65,7,77,"Nein",0,1,"Dienstag",21,-2.9617857
"202",2014-01-22,1,102.344424741026,0,8,-3.1125,14,22,"Nein",0,1,"Mittwoch",22,-5.4242857
"203",2014-01-23,1,105.740276056438,0,8,-3.1875,11,22,"Nein",0,1,"Donnerstag",23,-5.4992857
"204",2014-01-24,1,143.164448746188,0,2,-5.1625,13,10,"Nein",0,1,"Freitag",24,-7.4742857
"205",2014-01-25,1,129.09233380561,0,5,-7.0375,8,-1,"Nein",1,1,"Samstag",25,-9.3492857
"206",2014-01-26,1,65.4883238458282,0,1,-8.475,10,10,"Nein",0,1,"Sonntag",26,-10.7867857
"207",2014-01-27,1,177.797639286942,0,5,0.7,9,69,"Nein",0,1,"Montag",27,-1.6117857
"208",2014-01-28,1,63.9844736113181,0,7,-0.2625,10,10,"Nein",0,1,"Dienstag",28,-2.5742857
"209",2014-01-29,1,75.1156293987916,0,7,-5.05,13,77,"Nein",0,1,"Mittwoch",29,-7.3617857
"210",2014-01-30,1,140.794194214435,0,7,-4.4875,8,77,"Nein",0,1,"Donnerstag",30,-6.7992857
"211",2014-01-31,1,133.303478983532,0,8,-3.6875,7,10,"Nein",0,1,"Freitag",31,-5.9992857
"212",2014-02-01,1,101.932146850505,0,7,3.225,10,63,"Nein",0,1,"Samstag",32,-3.70892857142857
"213",2014-02-02,1,76.7574943519772,0,0,5.4875,8,-1,"Nein",1,1,"Sonntag",33,-1.44642857142857
"214",2014-02-03,1,154.323103655617,0,1,3.475,8,10,"Nein",0,1,"Montag",34,-3.45892857142857
"215",2014-02-04,1,130.284962020954,0,5,3.925,6,10,"Nein",0,1,"Dienstag",35,-3.00892857142857
"216",2014-02-05,1,128.512982776585,0,4,3.675,8,10,"Nein",0,1,"Mittwoch",36,-3.25892857142857
"217",2014-02-06,1,93.2145715747619,0,7,7.875,11,20,"Nein",0,1,"Donnerstag",37,0.941071428571429
"218",2014-02-07,1,99.7607356052368,0,7,8.475,15,63,"Nein",0,1,"Freitag",38,1.54107142857143
"219",2014-02-08,1,120.862739831777,0,7,6.2875,12,61,"Nein",0,1,"Samstag",39,-0.646428571428571
"220",2014-02-09,1,57.0074894928223,0,5,6.7125,15,63,"Nein",0,1,"Sonntag",40,-0.221428571428571
"221",2014-02-10,1,154.183743327497,0,2,6.6375,9,-1,"Nein",1,1,"Montag",41,-0.296428571428571
"222",2014-02-11,1,93.6050031862626,0,7,4.925,12,61,"Nein",0,1,"Dienstag",42,-2.00892857142857
"223",2014-02-12,1,165.738384661521,0,4,6.1,13,10,"Nein",0,1,"Mittwoch",43,-0.833928571428571
"224",2014-02-13,1,112.481302733138,0,5,7.45,13,-1,"Nein",1,1,"Donnerstag",44,0.516071428571429
"225",2014-02-14,1,127.922310495651,0,5,5.2125,9,10,"Nein",0,1,"Freitag",45,-1.72142857142857
"226",2014-02-15,1,169.517528839106,0,5,11.5,15,-1,"Nein",1,1,"Samstag",46,4.56607142857143
"227",2014-02-16,1,66.1488570531461,0,7,6.0625,17,63,"Nein",0,1,"Sonntag",47,-0.871428571428571
"228",2014-02-17,1,139.563931976797,0,0,6.6875,9,-1,"Nein",1,1,"Montag",48,-0.246428571428571
"229",2014-02-18,1,101.128808084497,0,7,7.8,8,10,"Nein",0,1,"Dienstag",49,0.866071428571429
"230",2014-02-19,1,139.712963296062,0,7,6.325,8,61,"Nein",0,1,"Mittwoch",50,-0.608928571428571
"231",2014-02-20,1,115.493305434483,0,6,9.1,11,10,"Nein",0,1,"Donnerstag",51,2.16607142857143
"232",2014-02-21,1,195.749507104036,0,7,7.5125,11,61,"Nein",0,1,"Freitag",52,0.578571428571429
"233",2014-02-22,1,138.333592943018,0,7,5.925,11,21,"Nein",0,1,"Samstag",53,-1.00892857142857
"234",2014-02-23,1,79.4422222430818,0,1,8.625,12,-1,"Nein",1,1,"Sonntag",54,1.69107142857143
"235",2014-02-24,1,152.556733984074,0,1,9.4125,11,-1,"Nein",1,1,"Montag",55,2.47857142857143
"236",2014-02-25,1,115.741936459404,0,1,10.475,7,-1,"Nein",1,1,"Dienstag",56,3.54107142857143
"237",2014-02-26,1,95.0173566075507,0,5,10.1875,8,-1,"Nein",1,1,"Mittwoch",57,3.25357142857143
"238",2014-02-27,1,142.599019478366,0,1,8.8875,7,10,"Nein",0,1,"Donnerstag",58,1.95357142857143
"239",2014-02-28,1,121.868073185287,0,7,6.1875,6,61,"Nein",0,1,"Freitag",59,-0.746428571428571
"240",2014-03-01,1,140.96854447309,0,2,5.075,9,10,"Nein",0,1,"Samstag",60,-4.11088709677419
